event_date,dau
2015-09-18,69
2015-09-19,42
2015-09-20,58
2015-09-21,66
2015-09-22,73
2015-09-23,78
2015-09-24,50
2015-09-25,62
2015-09-26,37
2015-09-27,54
2015-09-28,66
2015-09-29,44
2015-09-30,49
2015-10-01,30
2015-10-02,71
2015-10-03,34
2015-10-04,48
2015-10-05,49
2015-10-06,29
2015-10-07,50
2015-10-08,71
2015-10-09,43
2015-10-10,26
2015-10-11,26
2015-10-12,44
2015-10-13,53
2015-10-14,69
2015-10-15,63
2015-10-16,49
2015-10-17,19
2015-10-18,37
2015-10-19,61
2015-10-20,57
2015-10-21,51
2015-10-22,67
2015-10-23,65
2015-10-24,45
2015-10-25,39
2015-10-26,35
2015-10-27,51
2015-10-28,42
2015-10-29,43
2015-10-30,63
2015-10-31,32
2015-11-01,25
2015-11-02,63
2015-11-03,64
2015-11-04,61
2015-11-05,70
2015-11-06,39
2015-11-07,36
2015-11-08,41
2015-11-09,57
2015-11-10,61
2015-11-11,57
2015-11-12,85
2015-11-13,61
2015-11-14,42
2015-11-15,53
2015-11-16,93
2015-11-17,63
2015-11-18,56
2015-11-19,64
2015-11-20,53
2015-11-21,34
2015-11-22,61
2015-11-23,70
2015-11-24,78
2015-11-25,47
2015-11-26,48
2015-11-27,57
2015-11-28,35
2015-11-29,36
2015-11-30,49
2015-12-01,46
2015-12-02,62
2015-12-03,38
2015-12-04,38
2015-12-05,33
2015-12-06,37
2015-12-07,41
2015-12-08,42
2015-12-09,51
2015-12-10,55
2015-12-11,58
2015-12-12,37
2015-12-13,29
2015-12-14,71
2015-12-15,69
2015-12-16,82
2015-12-17,78
2015-12-18,65
2015-12-19,50
2015-12-20,54
2015-12-21,59
2015-12-22,64
2015-12-23,75
2015-12-24,58
2015-12-25,52
2015-12-26,37
2015-12-27,41
2015-12-28,63
2015-12-29,71
2015-12-30,63
2015-12-31,70
2016-01-01,38
2016-01-02,48
2016-01-03,58
2016-01-04,79
2016-01-05,82
2016-01-06,53
2016-01-07,66
2016-01-08,56
2016-01-09,54
2016-01-10,48
2016-01-11,69
2016-01-12,51
2016-01-13,59
2016-01-14,59
2016-01-15,59
2016-01-16,31
2016-01-17,41
2016-01-18,67
2016-01-19,61
2016-01-20,69
2016-01-21,64
2016-01-22,56
2016-01-23,44
2016-01-24,36
2016-01-25,70
2016-01-26,73
2016-01-27,95
2016-01-28,95
2016-01-29,70
2016-01-30,43
2016-01-31,36
2016-02-01,60
2016-02-02,63
2016-02-03,72
2016-02-04,62
2016-02-05,53
2016-02-06,52
2016-02-07,39
2016-02-08,53
2016-02-09,84
2016-02-10,63
2016-02-11,59
2016-02-12,55
2016-02-13,39
2016-02-14,42
2016-02-15,58
2016-02-16,73
2016-02-17,94
2016-02-18,66
2016-02-19,45
2016-02-20,34
2016-02-21,41
2016-02-22,64
2016-02-23,80
2016-02-24,66
2016-02-25,62
2016-02-26,48
2016-02-27,61
2016-02-28,41
2016-02-29,58
2016-03-01,57
2016-03-02,88
2016-03-03,85
2016-03-04,71
2016-03-05,44
2016-03-06,56
2016-03-07,88
2016-03-08,68
2016-03-09,60
2016-03-10,56
2016-03-11,66
2016-03-12,36
2016-03-13,44
2016-03-14,50
2016-03-15,52
2016-03-16,37
2016-03-17,43
2016-03-18,48
2016-03-19,33
2016-03-20,59
2016-03-21,71
2016-03-22,61
2016-03-23,70
2016-03-24,72
2016-03-25,45
2016-03-26,31
2016-03-27,66
2016-03-28,44
2016-03-29,56
2016-03-30,58
2016-03-31,67
2016-04-01,40
2016-04-02,39
2016-04-03,39
2016-04-04,64
2016-04-05,61
2016-04-06,54
2016-04-07,64
2016-04-08,66
2016-04-09,52
2016-04-10,44
2016-04-11,83
2016-04-12,55
2016-04-13,73
2016-04-14,71
2016-04-15,54
2016-04-16,57
2016-04-17,61
2016-04-18,72
2016-04-19,79
2016-04-20,78
2016-04-21,64
2016-04-22,87
2016-04-23,63
2016-04-24,65
2016-04-25,83
2016-04-26,88
2016-04-27,76
2016-04-28,73
2016-04-29,75
2016-04-30,47
2016-05-01,53
2016-05-02,74
2016-05-03,68
2016-05-04,52
2016-05-05,69
2016-05-06,71
2016-05-07,45
2016-05-08,44
2016-05-09,84
2016-05-10,101
2016-05-11,78
2016-05-12,95
2016-05-13,81
2016-05-14,54
2016-05-15,67
2016-05-16,70
2016-05-17,80
2016-05-18,78
2016-05-19,72
2016-05-20,92
2016-05-21,50
2016-05-22,53
2016-05-23,83
2016-05-24,66
2016-05-25,69
2016-05-26,93
2016-05-27,109
2016-05-28,69
2016-05-29,77
2016-05-30,79
2016-05-31,123
2016-06-01,101
2016-06-02,94
2016-06-03,102
2016-06-04,66
2016-06-05,73
2016-06-06,148
2016-06-07,99
2016-06-08,102
2016-06-09,79
2016-06-10,89
2016-06-11,65
2016-06-12,71
2016-06-13,91
2016-06-14,127
2016-06-15,90
2016-06-16,93
2016-06-17,69
2016-06-18,61
2016-06-19,67
2016-06-20,96
2016-06-21,105
2016-06-22,75
2016-06-23,83
2016-06-24,96
2016-06-25,60
2016-06-26,67
2016-06-27,90
2016-06-28,123
2016-06-29,122
2016-06-30,81
2016-07-01,116
2016-07-02,67
2016-07-03,67
2016-07-04,90
2016-07-05,82
2016-07-06,69
2016-07-07,93
2016-07-08,81
2016-07-09,82
2016-07-10,67
2016-07-11,103
2016-07-12,112
2016-07-13,101
2016-07-14,104
2016-07-15,71
2016-07-16,63
2016-07-17,70
2016-07-18,100
2016-07-19,101
2016-07-20,107
2016-07-21,85
2016-07-22,122
2016-07-23,82
2016-07-24,71
2016-07-25,101
2016-07-26,102
2016-07-27,112
2016-07-28,118
2016-07-29,112
2016-07-30,79
2016-07-31,72
2016-08-01,102
2016-08-02,98
2016-08-03,94
2016-08-04,111
2016-08-05,79
2016-08-06,58
2016-08-07,75
2016-08-08,113
2016-08-09,102
2016-08-10,133
2016-08-11,129
2016-08-12,127
2016-08-13,68
2016-08-14,72
2016-08-15,108
2016-08-16,80
2016-08-17,104
2016-08-18,72
2016-08-19,74
2016-08-20,67
2016-08-21,84
2016-08-22,89
2016-08-23,93
2016-08-24,136
2016-08-25,109
2016-08-26,77
2016-08-27,57
2016-08-28,62
2016-08-29,111
2016-08-30,101
2016-08-31,122
2016-09-01,109
2016-09-02,101
2016-09-03,84
2016-09-04,70
2016-09-05,101
2016-09-06,101
2016-09-07,103
2016-09-08,89
2016-09-09,98
2016-09-10,56
2016-09-11,53
2016-09-12,92
2016-09-13,64
2016-09-14,66
2016-09-15,99
2016-09-16,71
2016-09-17,70
2016-09-18,88
2016-09-19,128
2016-09-20,138
2016-09-21,89
2016-09-22,100
2016-09-23,98
2016-09-24,66
2016-09-25,83
2016-09-26,107
2016-09-27,102
2016-09-28,101
2016-09-29,95
2016-09-30,115
2016-10-01,66
2016-10-02,59
2016-10-03,85
2016-10-04,103
2016-10-05,67
2016-10-06,84
2016-10-07,72
2016-10-08,57
2016-10-09,66
2016-10-10,97
2016-10-11,97
2016-10-12,99
2016-10-13,88
2016-10-14,65
2016-10-15,47
2016-10-16,63
2016-10-17,110
2016-10-18,110
2016-10-19,99
2016-10-20,87
2016-10-21,72
2016-10-22,56
2016-10-23,46
2016-10-24,100
2016-10-25,107
2016-10-26,110
2016-10-27,81
2016-10-28,74
2016-10-29,62
2016-10-30,59
2016-10-31,76
2016-11-01,76
2016-11-02,83
2016-11-03,61
2016-11-04,60
2016-11-05,49
2016-11-06,38
2016-11-07,59
2016-11-08,81
2016-11-09,59
2016-11-10,53
2016-11-11,50
2016-11-12,44
2016-11-13,56
2016-11-14,91
2016-11-15,94
2016-11-16,87
2016-11-17,81
2016-11-18,55
2016-11-19,56
2016-11-20,47
2016-11-21,84
2016-11-22,90
2016-11-23,79
2016-11-24,71
2016-11-25,83
2016-11-26,63
2016-11-27,38
2016-11-28,62
2016-11-29,62
2016-11-30,80
2016-12-01,80
2016-12-02,76
2016-12-03,53
2016-12-04,70
2016-12-05,70
2016-12-06,61
2016-12-07,72
2016-12-08,99
2016-12-09,92
2016-12-10,59
2016-12-11,66
2016-12-12,69
2016-12-13,62
2016-12-14,88
2016-12-15,99
2016-12-16,87
2016-12-17,55
2016-12-18,55
2016-12-19,86
2016-12-20,78
2016-12-21,72
2016-12-22,74
2016-12-23,65
2016-12-24,34
2016-12-25,43
2016-12-26,47
2016-12-27,50
2016-12-28,71
2016-12-29,90
2016-12-30,92
2016-12-31,59
2017-01-01,53
2017-01-02,91
2017-01-03,95
2017-01-04,94
2017-01-05,88
2017-01-06,66
2017-01-07,58
2017-01-08,61
2017-01-09,95
2017-01-10,89
2017-01-11,99
2017-01-12,72
2017-01-13,60
2017-01-14,52
2017-01-15,56
2017-01-16,71
2017-01-17,100
2017-01-18,80
2017-01-19,95
2017-01-20,77
2017-01-21,47
2017-01-22,63
2017-01-23,73
2017-01-24,81
2017-01-25,83
2017-01-26,91
2017-01-27,69
2017-01-28,43
2017-01-29,67
2017-01-30,73
2017-01-31,65
2017-02-01,69
2017-02-02,69
2017-02-03,81
2017-02-04,62
2017-02-05,50
2017-02-06,96
2017-02-07,65
2017-02-08,73
2017-02-09,77
2017-02-10,59
2017-02-11,60
2017-02-12,58
2017-02-13,81
2017-02-14,88
2017-02-15,89
2017-02-16,73
2017-02-17,71
2017-02-18,58
2017-02-19,55
2017-02-20,83
2017-02-21,90
2017-02-22,72
2017-02-23,71
2017-02-24,79
2017-02-25,62
2017-02-26,48
2017-02-27,88
2017-02-28,78
2017-03-01,89
2017-03-02,119
2017-03-03,74
2017-03-04,61
2017-03-05,55
2017-03-06,98
2017-03-07,104
2017-03-08,86
2017-03-09,85
2017-03-10,57
2017-03-11,37
2017-03-12,66
2017-03-13,82
2017-03-14,94
2017-03-15,71
2017-03-16,78
2017-03-17,63
2017-03-18,61
2017-03-19,48
2017-03-20,71
2017-03-21,82
2017-03-22,79
2017-03-23,100
2017-03-24,106
2017-03-25,61
2017-03-26,68
2017-03-27,87
2017-03-28,73
2017-03-29,90
2017-03-30,69
2017-03-31,67
2017-04-01,56
2017-04-02,46
2017-04-03,66
2017-04-04,92
2017-04-05,71
2017-04-06,91
2017-04-07,58
2017-04-08,48
2017-04-09,53
2017-04-10,91
2017-04-11,80
2017-04-12,77
2017-04-13,71
2017-04-14,73
2017-04-15,52
2017-04-16,59
2017-04-17,77
2017-04-18,68
2017-04-19,84
2017-04-20,80
2017-04-21,76
2017-04-22,65
2017-04-23,59
2017-04-24,59
2017-04-25,68
2017-04-26,68
2017-04-27,86
2017-04-28,61
2017-04-29,36
2017-04-30,43
2017-05-01,56
2017-05-02,55
2017-05-03,95
2017-05-04,77
2017-05-05,63
2017-05-06,38
2017-05-07,58
2017-05-08,80
2017-05-09,71
2017-05-10,90
2017-05-11,82
2017-05-12,57
2017-05-13,44
2017-05-14,38
2017-05-15,52
2017-05-16,95
2017-05-17,71
2017-05-18,88
2017-05-19,74
2017-05-20,45
2017-05-21,45
2017-05-22,65
2017-05-23,94
2017-05-24,58
2017-05-25,53
2017-05-26,69
2017-05-27,49
2017-05-28,51
2017-05-29,83
2017-05-30,94
2017-05-31,102
2017-06-01,94
2017-06-02,86
2017-06-03,62
2017-06-04,87
2017-06-05,113
2017-06-06,101
2017-06-07,91
2017-06-08,69
2017-06-09,90
2017-06-10,55
2017-06-11,51
2017-06-12,83
2017-06-13,106
2017-06-14,80
2017-06-15,60
2017-06-16,79
2017-06-17,91
2017-06-18,77
2017-06-19,91
2017-06-20,105
2017-06-21,81
2017-06-22,101
2017-06-23,71
2017-06-24,70
2017-06-25,59
2017-06-26,80
2017-06-27,81
2017-06-28,67
2017-06-29,64
2017-06-30,69
2017-07-01,51
2017-07-02,62
2017-07-03,80
2017-07-04,98
2017-07-05,84
2017-07-06,77
2017-07-07,66
2017-07-08,62
2017-07-09,70
2017-07-10,121
2017-07-11,99
2017-07-12,91
2017-07-13,83
2017-07-14,82
2017-07-15,47
2017-07-16,77
2017-07-17,101
2017-07-18,105
2017-07-19,81
2017-07-20,77
2017-07-21,90
2017-07-22,59
2017-07-23,86
2017-07-24,132
2017-07-25,114
2017-07-26,89
2017-07-27,94
2017-07-28,72
2017-07-29,51
2017-07-30,53
2017-07-31,68
2017-08-01,86
2017-08-02,89
2017-08-03,80
2017-08-04,94
2017-08-05,75
2017-08-06,64
2017-08-07,79
2017-08-08,97
2017-08-09,107
2017-08-10,86
2017-08-11,99
2017-08-12,78
2017-08-13,58
2017-08-14,91
2017-08-15,64
2017-08-16,89
2017-08-17,88
2017-08-18,95
2017-08-19,67
2017-08-20,78
2017-08-21,87
2017-08-22,92
2017-08-23,87
2017-08-24,86
2017-08-25,97
2017-08-26,59
2017-08-27,58
2017-08-28,59
2017-08-29,94
2017-08-30,78
2017-08-31,74
2017-09-01,78
2017-09-02,70
2017-09-03,76
2017-09-04,100
2017-09-05,96
2017-09-06,71
2017-09-07,86
2017-09-08,93
2017-09-09,40
2017-09-10,54
2017-09-11,69
2017-09-12,68
2017-09-13,72
2017-09-14,82
2017-09-15,59
2017-09-16,34
2017-09-17,44
2017-09-18,77
2017-09-19,95
2017-09-20,85
2017-09-21,92
2017-09-22,78
2017-09-23,50
2017-09-24,62
2017-09-25,91
2017-09-26,74
2017-09-27,82
2017-09-28,63
2017-09-29,77
2017-09-30,47
2017-10-01,54
2017-10-02,98
2017-10-03,82
2017-10-04,52
2017-10-05,53
2017-10-06,69
2017-10-07,42
2017-10-08,49
2017-10-09,70
2017-10-10,80
2017-10-11,51
2017-10-12,68
2017-10-13,60
2017-10-14,60
2017-10-15,45
2017-10-16,85
2017-10-17,73
2017-10-18,79
2017-10-19,73
2017-10-20,77
2017-10-21,50
2017-10-22,79
2017-10-23,99
2017-10-24,95
2017-10-25,107
2017-10-26,70
2017-10-27,73
2017-10-28,55
2017-10-29,52
2017-10-30,82
2017-10-31,80
2017-11-01,61
2017-11-02,103
2017-11-03,72
2017-11-04,46
2017-11-05,49
2017-11-06,76
2017-11-07,77
2017-11-08,61
2017-11-09,58
2017-11-10,50
2017-11-11,48
2017-11-12,55
2017-11-13,55
2017-11-14,92
2017-11-15,74
2017-11-16,67
2017-11-17,65
2017-11-18,50
2017-11-19,51
2017-11-20,89
2017-11-21,57
2017-11-22,56
2017-11-23,49
2017-11-24,46
2017-11-25,59
2017-11-26,55
2017-11-27,80
2017-11-28,75
2017-11-29,73
2017-11-30,97
2017-12-01,66
2017-12-02,54
2017-12-03,51
2017-12-04,88
2017-12-05,70
2017-12-06,73
2017-12-07,94
2017-12-08,58
2017-12-09,62
2017-12-10,45
2017-12-11,73
2017-12-12,73
2017-12-13,87
2017-12-14,65
2017-12-15,61
2017-12-16,54
2017-12-17,51
2017-12-18,97
2017-12-19,104
2017-12-20,87
2017-12-21,69
2017-12-22,57
2017-12-23,65
2017-12-24,49
2017-12-25,46
2017-12-26,42
2017-12-27,64
2017-12-28,78
2017-12-29,59
2017-12-30,43
2017-12-31,46
2018-01-01,37
2018-01-02,89
2018-01-03,88
2018-01-04,77
2018-01-05,91
2018-01-06,54
2018-01-07,57
2018-01-08,95
2018-01-09,92
2018-01-10,64
2018-01-11,65
2018-01-12,62
2018-01-13,39
2018-01-14,52
2018-01-15,60
2018-01-16,72
2018-01-17,67
2018-01-18,68
2018-01-19,68
2018-01-20,40
2018-01-21,43
2018-01-22,40
2018-01-23,81
2018-01-24,72
2018-01-25,68
2018-01-26,38
2018-01-27,38
2018-01-28,60
2018-01-29,95
2018-01-30,70
2018-01-31,72
2018-02-01,55
2018-02-02,75
2018-02-03,55
2018-02-04,56
2018-02-05,83
2018-02-06,58
2018-02-07,68
2018-02-08,97
2018-02-09,88
2018-02-10,42
2018-02-11,34
2018-02-12,74
2018-02-13,80
2018-02-14,76
2018-02-15,72
2018-02-16,54
2018-02-17,43
2018-02-18,47
2018-02-19,68
2018-02-20,87
2018-02-21,94
2018-02-22,69
2018-02-23,82
2018-02-24,54
2018-02-25,66
2018-02-26,94
2018-02-27,77
2018-02-28,75
2018-03-01,62
2018-03-02,67
2018-03-03,50
2018-03-04,53
2018-03-05,83
2018-03-06,81
2018-03-07,80
2018-03-08,58
2018-03-09,53
2018-03-10,34
2018-03-11,53
2018-03-12,94
2018-03-13,87
2018-03-14,62
2018-03-15,72
2018-03-16,86
2018-03-17,42
2018-03-18,55
2018-03-19,86
2018-03-20,80
2018-03-21,85
2018-03-22,92
2018-03-23,79
2018-03-24,66
2018-03-25,54
2018-03-26,86
2018-03-27,68
2018-03-28,63
2018-03-29,58
2018-03-30,36
2018-03-31,54
2018-04-01,53
2018-04-02,76
2018-04-03,68
2018-04-04,68
2018-04-05,68
2018-04-06,85
2018-04-07,57
2018-04-08,62
2018-04-09,110
2018-04-10,82
2018-04-11,86
2018-04-12,83
2018-04-13,80
2018-04-14,47
2018-04-15,72
2018-04-16,115
2018-04-17,114
2018-04-18,92
2018-04-19,79
2018-04-20,73
2018-04-21,60
2018-04-22,50
2018-04-23,94
2018-04-24,92
2018-04-25,79
2018-04-26,85
2018-04-27,81
2018-04-28,45
2018-04-29,47
2018-04-30,89
2018-05-01,79
2018-05-02,91
2018-05-03,80
2018-05-04,72
2018-05-05,62
2018-05-06,59
2018-05-07,78
2018-05-08,87
2018-05-09,85
2018-05-10,80
2018-05-11,75
2018-05-12,51
2018-05-13,82
2018-05-14,120
2018-05-15,120
2018-05-16,86
2018-05-17,88
2018-05-18,66
2018-05-19,43
2018-05-20,66
2018-05-21,81
2018-05-22,77
2018-05-23,98
2018-05-24,70
2018-05-25,79
2018-05-26,53
2018-05-27,56
2018-05-28,72
2018-05-29,95
2018-05-30,107
2018-05-31,65
2018-06-01,50
2018-06-02,37
2018-06-03,53
2018-06-04,53
2018-06-05,86
2018-06-06,87
2018-06-07,94
2018-06-08,75
2018-06-09,59
2018-06-10,53
2018-06-11,64
2018-06-12,93
2018-06-13,86
2018-06-14,78
2018-06-15,65
2018-06-16,61
2018-06-17,54
2018-06-18,74
2018-06-19,81
2018-06-20,78
2018-06-21,71
2018-06-22,59
2018-06-23,54
2018-06-24,48
2018-06-25,60
2018-06-26,77
2018-06-27,90
2018-06-28,90
2018-06-29,90
2018-06-30,70
2018-07-01,55
2018-07-02,115
2018-07-03,103
2018-07-04,74
2018-07-05,86
2018-07-06,71
2018-07-07,55
2018-07-08,59
2018-07-09,64
2018-07-10,75
2018-07-11,74
2018-07-12,81
2018-07-13,76
2018-07-14,56
2018-07-15,48
2018-07-16,101
2018-07-17,95
2018-07-18,103
2018-07-19,106
2018-07-20,82
2018-07-21,69
2018-07-22,71
2018-07-23,135
2018-07-24,93
2018-07-25,93
2018-07-26,110
2018-07-27,77
2018-07-28,64
2018-07-29,80
2018-07-30,89
2018-07-31,77
2018-08-01,86
2018-08-02,68
2018-08-03,71
2018-08-04,48
2018-08-05,66
2018-08-06,81
2018-08-07,119
2018-08-08,102
2018-08-09,89
2018-08-10,78
2018-08-11,66
2018-08-12,73
2018-08-13,117
2018-08-14,106
2018-08-15,64
2018-08-16,63
2018-08-17,56
2018-08-18,42
2018-08-19,61
2018-08-20,80
2018-08-21,91
2018-08-22,86
2018-08-23,80
2018-08-24,72
2018-08-25,62
2018-08-26,68
2018-08-27,77
2018-08-28,111
2018-08-29,96
2018-08-30,79
2018-08-31,62
2018-09-01,37
2018-09-02,54
2018-09-03,85
2018-09-04,99
2018-09-05,84
2018-09-06,78
2018-09-07,55
2018-09-08,55
2018-09-09,48
2018-09-10,73
2018-09-11,88
2018-09-12,69
2018-09-13,81
2018-09-14,82
2018-09-15,50
2018-09-16,46
2018-09-17,84
2018-09-18,67
2018-09-19,49
2018-09-20,81
2018-09-21,61
2018-09-22,57
2018-09-23,64
2018-09-24,80
2018-09-25,103
2018-09-26,82
2018-09-27,50
2018-09-28,82
2018-09-29,35
2018-09-30,69
2018-10-01,63
2018-10-02,71
2018-10-03,72
2018-10-04,81
2018-10-05,72
2018-10-06,59
2018-10-07,43
2018-10-08,107
2018-10-09,88
2018-10-10,106
2018-10-11,107
2018-10-12,113
2018-10-13,67
2018-10-14,56
2018-10-15,96
2018-10-16,96
2018-10-17,84
2018-10-18,82
2018-10-19,64
2018-10-20,38
2018-10-21,47
2018-10-22,58
2018-10-23,57
2018-10-24,67
2018-10-25,60
2018-10-26,69
2018-10-27,41
2018-10-28,69
2018-10-29,113
2018-10-30,126
2018-10-31,80
2018-11-01,64
2018-11-02,52
2018-11-03,48
2018-11-04,67
2018-11-05,99
2018-11-06,88
2018-11-07,61
2018-11-08,89
2018-11-09,75
2018-11-10,55
2018-11-11,67
2018-11-12,84
2018-11-13,84
2018-11-14,72
2018-11-15,81
2018-11-16,66
2018-11-17,55
2018-11-18,47
2018-11-19,90
2018-11-20,53
2018-11-21,67
2018-11-22,46
2018-11-23,44
2018-11-24,39
2018-11-25,50
2018-11-26,65
2018-11-27,98
2018-11-28,82
2018-11-29,78
2018-11-30,78
2018-12-01,46
2018-12-02,50
2018-12-03,98
2018-12-04,91
2018-12-05,79
2018-12-06,89
2018-12-07,77
2018-12-08,51
2018-12-09,53
2018-12-10,77
2018-12-11,78
2018-12-12,92
2018-12-13,93
2018-12-14,103
2018-12-15,58
2018-12-16,51
2018-12-17,97
2018-12-18,96
2018-12-19,79
2018-12-20,80
2018-12-21,73
2018-12-22,51
2018-12-23,44
2018-12-24,40
2018-12-25,39
2018-12-26,58
2018-12-27,55
2018-12-28,86
2018-12-29,41
2018-12-30,60
2018-12-31,58
2019-01-01,53
2019-01-02,129
2019-01-03,103
2019-01-04,114
2019-01-05,64
2019-01-06,74
2019-01-07,95
2019-01-08,79
2019-01-09,77
2019-01-10,84
2019-01-11,91
2019-01-12,56
2019-01-13,82
2019-01-14,94
2019-01-15,100
2019-01-16,101
2019-01-17,68
2019-01-18,54
2019-01-19,53
2019-01-20,55
2019-01-21,114
2019-01-22,104
2019-01-23,85
2019-01-24,88
2019-01-25,101
2019-01-26,82
2019-01-27,76
2019-01-28,84
2019-01-29,81
2019-01-30,90
2019-01-31,60
2019-02-01,76
2019-02-02,58
2019-02-03,57
2019-02-04,82
2019-02-05,80
2019-02-06,104
2019-02-07,96
2019-02-08,104
2019-02-09,59
2019-02-10,54
2019-02-11,86
2019-02-12,80
2019-02-13,98
2019-02-14,101
2019-02-15,77
2019-02-16,53
2019-02-17,50
2019-02-18,109
2019-02-19,85
2019-02-20,82
2019-02-21,76
2019-02-22,78
2019-02-23,59
2019-02-24,58
2019-02-25,90
2019-02-26,91
2019-02-27,77
2019-02-28,70
2019-03-01,73
2019-03-02,63
2019-03-03,63
2019-03-04,77
2019-03-05,80
2019-03-06,72
2019-03-07,76
2019-03-08,75
2019-03-09,56
2019-03-10,53
2019-03-11,75
2019-03-12,88
2019-03-13,99
2019-03-14,76
2019-03-15,85
2019-03-16,46
2019-03-17,42
2019-03-18,89
2019-03-19,80
2019-03-20,91
2019-03-21,79
2019-03-22,77
2019-03-23,65
2019-03-24,52
2019-03-25,90
2019-03-26,65
2019-03-27,64
2019-03-28,76
2019-03-29,74
2019-03-30,84
2019-03-31,69
2019-04-01,80
2019-04-02,98
2019-04-03,60
2019-04-04,72
2019-04-05,62
2019-04-06,53
2019-04-07,48
2019-04-08,103
2019-04-09,92
2019-04-10,84
2019-04-11,65
2019-04-12,65
2019-04-13,59
2019-04-14,54
2019-04-15,89
2019-04-16,74
2019-04-17,81
2019-04-18,64
2019-04-19,71
2019-04-20,64
2019-04-21,54
2019-04-22,84
2019-04-23,85
2019-04-24,77
2019-04-25,61
2019-04-26,73
2019-04-27,37
2019-04-28,52
2019-04-29,93
2019-04-30,111
2019-05-01,90
2019-05-02,124
2019-05-03,86
2019-05-04,63
2019-05-05,66
2019-05-06,116
2019-05-07,104
2019-05-08,85
2019-05-09,66
2019-05-10,113
2019-05-11,63
2019-05-12,79
2019-05-13,107
2019-05-14,114
2019-05-15,104
2019-05-16,105
2019-05-17,89
2019-05-18,54
2019-05-19,58
2019-05-20,87
2019-05-21,77
2019-05-22,79
2019-05-23,88
2019-05-24,71
2019-05-25,60
2019-05-26,46
2019-05-27,77
2019-05-28,84
2019-05-29,99
2019-05-30,83
2019-05-31,88
2019-06-01,65
2019-06-02,75
2019-06-03,98
2019-06-04,60
2019-06-05,80
2019-06-06,83
2019-06-07,69
2019-06-08,26
2019-06-09,67
2019-06-10,94
2019-06-11,92
2019-06-12,72
2019-06-13,68
2019-06-14,88
2019-06-15,49
2019-06-16,48
2019-06-17,56
2019-06-18,68
2019-06-19,65
2019-06-20,64
2019-06-21,91
2019-06-22,48
2019-06-23,60
2019-06-24,110
2019-06-25,85
2019-06-26,86
2019-06-27,75
2019-06-28,76
2019-06-29,60
2019-06-30,38
2019-07-01,85
2019-07-02,77
2019-07-03,97
2019-07-04,64
2019-07-05,87
2019-07-06,60
2019-07-07,60
2019-07-08,95
2019-07-09,69
2019-07-10,66
2019-07-11,92
2019-07-12,97
2019-07-13,55
2019-07-14,70
2019-07-15,75
2019-07-16,74
2019-07-17,88
2019-07-18,74
2019-07-19,97
2019-07-20,43
2019-07-21,55
2019-07-22,88
2019-07-23,76
2019-07-24,47
2019-07-25,55
2019-07-26,59
2019-07-27,63
2019-07-28,48
2019-07-29,96
2019-07-30,71
2019-07-31,76
2019-08-01,84
2019-08-02,82
2019-08-03,60
2019-08-04,67
2019-08-05,85
2019-08-06,98
2019-08-07,124
2019-08-08,92
2019-08-09,54
2019-08-10,49
2019-08-11,34
2019-08-12,66
2019-08-13,75
2019-08-14,73
2019-08-15,86
2019-08-16,100
2019-08-17,49
2019-08-18,53
2019-08-19,72
2019-08-20,78
2019-08-21,94
2019-08-22,90
2019-08-23,88
2019-08-24,62
2019-08-25,56
2019-08-26,76
2019-08-27,67
2019-08-28,82
2019-08-29,96
2019-08-30,89
2019-08-31,38
2019-09-01,40
2019-09-02,92
2019-09-03,97
2019-09-04,67
2019-09-05,93
2019-09-06,72
2019-09-07,58
2019-09-08,55
2019-09-09,79
2019-09-10,73
2019-09-11,78
2019-09-12,70
2019-09-13,46
2019-09-14,59
2019-09-15,53
2019-09-16,87
2019-09-17,100
2019-09-18,92
2019-09-19,86
2019-09-20,87
2019-09-21,61
2019-09-22,57
2019-09-23,121
2019-09-24,118
2019-09-25,102
2019-09-26,91
2019-09-27,72
2019-09-28,59
2019-09-29,63
2019-09-30,60
2019-10-01,67
2019-10-02,56
2019-10-03,79
2019-10-04,82
2019-10-05,39
2019-10-06,48
2019-10-07,66
2019-10-08,64
2019-10-09,70
2019-10-10,53
2019-10-11,58
2019-10-12,55
2019-10-13,42
2019-10-14,78
2019-10-15,83
2019-10-16,77
2019-10-17,67
2019-10-18,54
2019-10-19,40
2019-10-20,57
2019-10-21,72
2019-10-22,59
2019-10-23,51
2019-10-24,61
2019-10-25,72
2019-10-26,31
2019-10-27,40
2019-10-28,76
2019-10-29,58
2019-10-30,65
2019-10-31,70
2019-11-01,77
2019-11-02,49
2019-11-03,47
2019-11-04,71
2019-11-05,62
2019-11-06,69
2019-11-07,42
2019-11-08,41
2019-11-09,38
2019-11-10,48
2019-11-11,80
2019-11-12,91
2019-11-13,67
2019-11-14,49
2019-11-15,61
2019-11-16,42
2019-11-17,53
2019-11-18,81
2019-11-19,57
2019-11-20,74
2019-11-21,67
2019-11-22,72
2019-11-23,43
2019-11-24,44
2019-11-25,58
2019-11-26,79
2019-11-27,80
2019-11-28,64
2019-11-29,61
2019-11-30,35
2019-12-01,41
2019-12-02,81
2019-12-03,77
2019-12-04,69
2019-12-05,50
2019-12-06,57
2019-12-07,67
2019-12-08,47
2019-12-09,91
2019-12-10,83
2019-12-11,76
2019-12-12,75
2019-12-13,69
2019-12-14,51
2019-12-15,60
2019-12-16,78
2019-12-17,57
2019-12-18,69
2019-12-19,91
